type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,type_count
['กีดขวาง'],220/1 ซอย ม้าศึก แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['กีดขวาง'],"เจ้าหน้าที่ได้ลงตรวจสอบแล้ว รับข้อมูลจากเจ้าหน้าที่ฝ่ายโยธาฯแจ้งว่าทางเท้า
ภายในซอยดังกล่าวเป็นพื้นที่เอกชน และเจ้าของบ้านอ้างสิทธ์ในที่ดินของตนเอง 
เจ้าหน้าที่เทศกิจจึงได้แจ้งประชาสัมพันธ์ขอความร่วมมือแล้วเบื้องต้น",เสร็จสิ้น,100.56444,13.72409,กรุงเทพมหานคร,เขตคลองเตย,1
['ต้นไม้'],119 ซอย เชิดวุฒากาศ 7 แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ต้นไม้'],ประสานฝ่ายรักษาความสะอาดฯ ตรวจสอบดำเนินการ,กำลังดำเนินการ,100.5973,13.91418,กรุงเทพมหานคร,เขตดอนเมือง,1
['น้ำท่วม'],48ห้อง24 สุขุมวิท 4 แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['น้ำท่วม'],ฝ่ายสิ่งแวดล้อมและสุขาภิบาลรับทราบ และจะดำเนินการในส่วนที่เกี่ยวข้องต่อไป,กำลังดำเนินการ,100.55161,13.73589,กรุงเทพมหานคร,เขตคลองเตย,1
"['ถนน', 'จราจร', 'ความสะอาด']",137 อินทามะระ ซอย 11 แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความสะอาด']","ฝ่ายรักษาความสะอาดฯ เขตพญาไท รับเรื่องแล้วค่ะ
ประสานผู้เกี่ยวข้องเพื่อดำเนินการการตรวจสอบและแก้ไขค่ะ",กำลังดำเนินการ,100.55443,13.79223,กรุงเทพมหานคร,เขตพญาไท,3
"['แสงสว่าง', 'ทางเท้า']",15 ซอย ลาดปลาเค้า 63 แขวง จรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ทางเท้า']",ฝ่ายโยธา เขตลาดพร้าว ส่งต่อไปยัง การไฟฟ้านครหลวง เขตนวลจันทร์,ส่งต่อ(ใหม่),100.60061,13.84657,กรุงเทพมหานคร,เขตลาดพร้าว,2
"['ทางเท้า', 'ป้าย']",361 ถนนเทอดไท แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",เจ้าหน้าที่ตรวจสอบค่ะ,กำลังดำเนินการ,100.44386,13.71247,กรุงเทพมหานคร,เขตภาษีเจริญ,2
['ป้าย'],327 แยกเหม๋งจ๋าย ถนนประชาอุทิศ แขวงห้วยขวาง เขตห้วยขวาง ถ. ประชาอุทิศ แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ป้าย'],"อยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ
ฝ่ายปกครอง สำนักงานเขตห้วยขวาง ขอขอบคุณสำหรับข้อมูลที่แจ้งค่ะ",กำลังดำเนินการ,100.58621,13.76988,กรุงเทพมหานคร,เขตห้วยขวาง,1
['PM2.5'],540 ถ. บำรุงเมือง แขวงวัดเทพศิรินทร์ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,['PM2.5'],สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.51323,13.75029,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,1
[''],9 ซอย สุเหร่าคลองหนึ่ง 11 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,[''],รับทราบปัญหาตรวจสอบบริเวณเรื่องดังกล่าวและดำเนินการแก้ไขต่อไป,กำลังดำเนินการ,100.70755,13.84332,กรุงเทพมหานคร,เขตคลองสามวา,1
['ท่อระบายน้ำ'],19 ซอย สุเหร่าคลองหนึ่ง 9 แยก 2 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ท่อระบายน้ำ'],รับทราบปัญหา ตรวจสอบ จุดเริ่มแจ้งบริเวณดังกล่าวและแก้ไขปัญหาต่อไป,กำลังดำเนินการ,100.70616,13.84281,กรุงเทพมหานคร,เขตคลองสามวา,1
['ความปลอดภัย'],63 ซอย แจ้งวัฒนะ 15 แยก 2 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ความปลอดภัย'],ฝ่ายโยธา สำนักงานเขตหลักสี่ ขอบคุณท่านที่ช่วยแจ้งปัญหาให้ทราบ และจะได้จัดส่งเจ้าหน้าที่เพื่อตรวจสอบและแก้ไขปัญหาต่อไป,กำลังดำเนินการ,100.55937,13.88948,กรุงเทพมหานคร,เขตหลักสี่,1
"['แสงสว่าง', 'ป้าย']",112 ซอยอ่อนนุช 46 ถนนสุขุมวิท77 - ซอย อ่อนนุช 46 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ป้าย']",รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.63429,13.71069,กรุงเทพมหานคร,แขวงสวนหลวง,2
"['PM2.5', 'เสียงรบกวน']",23/15 ถนน พุทธมณฑลสาย 1 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['PM2.5', 'เสียงรบกวน']",ฝ่ายสิ่งแวดล้อมและสุขาภิบาล สำนักงานเขตตลิ่งชัน ขอขอบคุณสำหรับข้อมูล เจ้าหน้าที่จะเร่งดำเนินการตรวจสอบแก้ไขและแจ้งผลให้ทราบโดยเร็ว,กำลังดำเนินการ,100.42635,13.76131,กรุงเทพมหานคร,เขตตลิ่งชัน,2
['ถนน'],8 ถนน พระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตห้วยขวาง ส่งต่อไปยัง สน.ห้วยขวาง,ส่งต่อ(ใหม่),100.57081,13.75546,กรุงเทพมหานคร,เขตห้วยขวาง,1
['ความสะอาด'],159 ถ. เพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['ความสะอาด'],,รอรับเรื่อง,100.36499,13.70727,กรุงเทพมหานคร,เขตหนองแขม,1
"['การเดินทาง', 'แสงสว่าง', 'ถนน']",10 ซอย ราษฎร์บูรณะ 11 แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-17,"['การเดินทาง', 'แสงสว่าง', 'ถนน']",รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.48896,13.68956,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,3
['แสงสว่าง'],337 ถ. คุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['แสงสว่าง'],เขตลาดกระบัง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.77997,13.7502,กรุงเทพมหานคร,เขตลาดกระบัง,1
"['เสียงรบกวน', 'ร้องเรียน']",93/43 ซอย เจริญกรุง 91 แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['เสียงรบกวน', 'ร้องเรียน']","กรมควบคุมมลพิษ ส่งต่อไปยัง เขตบางคอแหลม
เนื่องจาก เรื่องกรณีดังกล่าวเข้าข่ายเป็นเหตุรำคาญตาม พ.ร.บ.การสาธารณสุข พ.ศ. 2535 ซึ่งสำนักงานเขตบางคอแหลมมีอำนาจหน้าที่โดยตรงในการกำกับดูแลและแก้ไขปัญหาดังกล่าวค่ะ 

ขอบคุณค่ะ",รอรับเรื่อง,100.50683,13.70251,กรุงเทพมหานคร,เขตบางคอแหลม,2
['สัตว์จรจัด'],19/250 ถ. บางแวก แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['สัตว์จรจัด'],,รอรับเรื่อง,100.44946,13.74043,กรุงเทพมหานคร,เขตภาษีเจริญ,1
[''],676 ถนน สมเด็จพระเจ้าตากสิน แขวงสำเหร่ เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,[''],"🚇🟣 โครงการรถไฟฟ้าสายสีม่วง ช่วงเตาปูน - ราษฎร์บูรณะ 
(วงแหวนกาญจนาภิเษก) จะประสานผู้รับจ้างงานก่อสร้าง ให้ตรวจสอบและแก้ไข  โดยจะแจ้งผลให้ทราบ

ต้องขออภัยในความไม่สะดวกมา ณ โอกาสนี้",ส่งต่อ(ใหม่),100.48582,13.7057,กรุงเทพมหานคร,เขตธนบุรี,1
['ถนน'],PF4P+H73 ซอย สมเด็จพระเจ้าตากสิน 30 แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['ถนน'],"🚇🟣 โครงการรถไฟฟ้าสายสีม่วง ช่วงเตาปูน - ราษฎร์บูรณะ (วงแหวนกาญจนาภิเษก) จะประสานผู้รับจ้างงานก่อสร้าง ให้ตรวจสอบและแก้ไข  โดยจะแจ้งผลให้ทราบ

ต้องขออภัยในความไม่สะดวกมา ณ โอกาสนี้ 
🙏🙏🙏",ส่งต่อ(ใหม่),100.48562,13.70643,กรุงเทพมหานคร,เขตธนบุรี,1
['ความสะอาด'],31/1 พุทธมณฑลสาย3 แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['ความสะอาด'],เขตหนองแขม ส่งต่อไปยัง สน.หนองค้างพลู,ส่งต่อ(ใหม่),100.36387,13.71198,กรุงเทพมหานคร,เขตหนองแขม,1
['ถนน'],105/10 ซอย สุวินทวงศ์ 1 เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ถนน'],เขตมีนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71684,13.81509,กรุงเทพมหานคร,เขตมีนบุรี,1
['ถนน'],QG7Q+X87 ถ. พหลโยธิน แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ถนน'],เขตราชเทวี เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตราชเทวี,กำลังดำเนินการ,100.53826,13.76513,กรุงเทพมหานคร,เขตราชเทวี,1
"['เสียงรบกวน', 'ถนน']",273 ถ. ประชาราษฎร์บำเพ็ญ แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['เสียงรบกวน', 'ถนน']",เขตห้วยขวาง ส่งต่อไปยัง สน.สุทธิสาร,ส่งต่อ(ใหม่),100.57675,13.78102,กรุงเทพมหานคร,เขตห้วยขวาง,2
['แสงสว่าง'],หมู่บ้านสินธนา 5 แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['แสงสว่าง'],รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.64352,13.82105,กรุงเทพมหานคร,บึงกุ่ม,1
[''],,2023-05-17,[''],,รอรับเรื่อง,100.49574,13.69698,,,1
[''],337 ซอย พหลโยธิน 56 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,[''],ฝ่ายเทศกิจ เขตสายไหม ส่งต่อไปยัง สน.สายไหม,ส่งต่อ(ใหม่),100.62841,13.93448,กรุงเทพมหานคร,เขตสายไหม,1
['ถนน'],ซอย มิตรไมตรี 30 แขวงคู้ฝั่งเหนือ เขตหนองจอก กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ถนน'],เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.79301,13.86455,กรุงเทพมหานคร,เขตหนองจอก,1
"['สะพาน', 'เสียงรบกวน', 'ถนน']",19 ถ. พญาไท แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['สะพาน', 'เสียงรบกวน', 'ถนน']",ฝ่ายโยธาได้รับเรื่องไว้ดำเนินการตรวจสอบแก้ไขต่อไปแล้วครับ,กำลังดำเนินการ,100.53127,13.74939,กรุงเทพมหานคร,เขตราชเทวี,3
['ถนน'],ซอย จันทน์ 20 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร : 21 ซอย จันทน์ 20 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,['ถนน'],ประสานฝ่ายโยธา เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.52559,13.70676,กรุงเทพมหานคร,เขตสาทร,1
['เสียงรบกวน'],4/229 พระราม 2 ซ. 50 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['เสียงรบกวน'],,รอรับเรื่อง,100.44205,13.66875,กรุงเทพมหานคร,เขตบางขุนเทียน,1
['กีดขวาง'],200 ถนน วุฒากาศ แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['กีดขวาง'],อยู่ระหว่างดำเนินการ,กำลังดำเนินการ,100.46529,13.7053,กรุงเทพมหานคร,เขตจอมทอง,1
['สะพาน'],21/22 ถ. ราษฎร์อุทิศ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['สะพาน'],เขตมีนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.77395,13.83445,กรุงเทพมหานคร,เขตมีนบุรี,1
"['ถนน', 'เสียงรบกวน']",PQF5+2VW แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'เสียงรบกวน']",เขตลาดกระบัง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.7598,13.72268,กรุงเทพมหานคร,เขตลาดกระบัง,2
"['ถนน', 'จราจร']",12 ถ. พหลโยธิน แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร']",เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.55876,13.81077,กรุงเทพมหานคร,เขตจตุจักร,2
"['สะพาน', 'แสงสว่าง']",327 พัฒนาการ แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'แสงสว่าง']",เขตภาษีเจริญ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.45877,13.71852,กรุงเทพมหานคร,เขตภาษีเจริญ,2
[''],ซอย งามวงศ์วาน 30 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,[''],เขตหลักสี่ ส่งต่อไปยัง สน.ประชาชื่น,ส่งต่อ(ใหม่),100.54808,13.85436,กรุงเทพมหานคร,หลักสี่,1
['แสงสว่าง'],1 ซอย เทอดไท 48 แขวง ปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['แสงสว่าง'],เขตภาษีเจริญ ส่งต่อไปยัง การไฟฟ้านครหลวง เขตบางขุนเทียน,ส่งต่อ(ใหม่),100.45858,13.71721,กรุงเทพมหานคร,เขตภาษีเจริญ,1
"['กีดขวาง', 'ความปลอดภัย']",90 ถนน บรมราชชนนี แขวง อรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ความปลอดภัย']",เขตบางกอกน้อย เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตบางกอกน้อย,กำลังดำเนินการ,100.47885,13.77632,กรุงเทพมหานคร,เขตบางกอกน้อย,2
"['สะพาน', 'ถนน']",54 ซอย พหลโยธิน 54/1 แยก 4 แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน']",,รอรับเรื่อง,100.62587,13.90808,กรุงเทพมหานคร,เขตสายไหม,2
"['ทางเท้า', 'แสงสว่าง', 'สะพาน']",341 พัฒนาการ แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ทางเท้า', 'แสงสว่าง', 'สะพาน']",เขตภาษีเจริญ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.45957,13.71705,กรุงเทพมหานคร,เขตภาษีเจริญ,3
['แสงสว่าง'],41 ซอย รามคำแหง 43/1 แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10312 ประเทศไทย,2023-05-17,['แสงสว่าง'],,รอรับเรื่อง,100.61489,13.77072,กรุงเทพมหานคร,เขตวังทองหลาง,1
['ร้องเรียน'],372 ถ. พหลโยธิน แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ร้องเรียน'],เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.56402,13.81893,กรุงเทพมหานคร,เขตจตุจักร,1
"['ถนน', 'ความปลอดภัย']",2277 ถนน รามคำแหง แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']",เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.6207,13.75995,กรุงเทพมหานคร,เขตบางกะปิ,2
['ความสะอาด'],49 ซอย เจริญกรุง 91 แยก 7 แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,['ความสะอาด'],ขอบคุณสำหรับการแจ้งข้อมูลค่ะ  จะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว  และจะรายงานผลให้ทราบอีกครั้งค่ะ  ขออภัยในความไม่สะดวกมา  ณ  ที่นี้ด้วยค่ะ,กำลังดำเนินการ,100.50877,13.7011,กรุงเทพมหานคร,เขตบางคอแหลม,1
['ความปลอดภัย'],576 ซ. อ่อนนุช 17 แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ความปลอดภัย'],เขตสวนหลวง ส่งต่อไปยัง สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.),ส่งต่อ(ใหม่),100.61181,13.71762,กรุงเทพมหานคร,แขวงสวนหลวง,1
['แสงสว่าง'],1871 ถนนพระรามที่ ๔ แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,['แสงสว่าง'],เขตปทุมวัน ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.53384,13.73266,กรุงเทพมหานคร,เขตปทุมวัน,1
['น้ำท่วม'],45/3 ถ. บางบอน 3 แขวง หลักสอง เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['น้ำท่วม'],ฝ่ายโยธา เขตบางแค รับทราบเรื่องค่ะ,กำลังดำเนินการ,100.38462,13.67765,กรุงเทพมหานคร,เขตบางแค,1
['ทางเท้า'],QHHC+67W ซอย ประชาสงเคราะห์ 38 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตดินแดง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดินแดง,กำลังดำเนินการ,100.57067,13.77812,กรุงเทพมหานคร,เขตดินแดง,1
['ความปลอดภัย'],174 ถ. ศรีนครินทร์ แขวงหนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ความปลอดภัย'],เขตประเวศ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64684,13.68764,กรุงเทพมหานคร,ประเวศ,1
['ความปลอดภัย'],111 ซอย วิภาวดีรังสิต 19 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ความปลอดภัย'],การไฟฟ้านครหลวง เขตบางเขน ทราบครับ,ส่งต่อ(ใหม่),100.55367,13.82958,กรุงเทพมหานคร,เขตจตุจักร,1
[''],149/17 ถ. ประชาชื่น แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,[''],ผู้ร้องไม่ได้ประสงค์ร้องเรียน,เสร็จสิ้น,100.54795,13.8651,กรุงเทพมหานคร,เขตหลักสี่,1
"['แสงสว่าง', 'ความปลอดภัย']",15 ซอย วัดทุ่งลานนา แขวงหนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ความปลอดภัย']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.66952,13.6838,กรุงเทพมหานคร,ประเวศ,2
['ท่อระบายน้ำ'],88/969 ซอย 69 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ท่อระบายน้ำ'],เขตบางขุนเทียน เชิญร่วมไปยัง ฝ่ายโยธา เขตบางขุนเทียน,กำลังดำเนินการ,100.42522,13.64613,กรุงเทพมหานคร,เขตบางขุนเทียน,1
['ถนน'],QJWG+WVG แยกวัดบึงทองหลาง แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.62729,13.79723,กรุงเทพมหานคร,เขตบางกะปิ,1
"['ถนน', 'ความปลอดภัย', 'จราจร']",108 135 ถ. พุทธมณฑล สาย 2 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย', 'จราจร']",อยู่ระหว่างพิจารณาตรวจสอบ,ส่งต่อ(ใหม่),100.39585,13.72089,กรุงเทพมหานคร,เขตบางแค,3
[''],146 ถ. บำรุงเมือง แขวง วัดราชบพิตร เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,2023-05-17,[''],ฝ่ายเทศกิจ สำนักงานเขตพระนคร รับทราบเพื่อดำเนินการ,กำลังดำเนินการ,100.50115,13.75129,กรุงเทพมหานคร,เขตพระนคร,1
"['ความสะอาด', 'ท่อระบายน้ำ', 'น้ำท่วม']",462 ถนน สิรินธร แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ท่อระบายน้ำ', 'น้ำท่วม']",สำนักงานเขตบางพลัดขอขอบคุณท่านที่แจ้งปัญหาให้ทราบจะได้ดำเนินการตรวจสอบต่อไป,กำลังดำเนินการ,100.46948,13.78926,กรุงเทพมหานคร,เขตบางพลัด,3
['ถนน'],75-77 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.6281,13.79225,กรุงเทพมหานคร,เขตบางกะปิ,1
"['เสียงรบกวน', 'ถนน']","รามอินทรา 40 แยก 31 (บริเวณทางแยกปากซอย) รามอินทรา 13.841983060546612, 100.6421009799579
แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร : RJRR+RR4 รามอินทรา 40 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย",2023-05-17,"['เสียงรบกวน', 'ถนน']",,รอรับเรื่อง,100.6421,13.84198,กรุงเทพมหานคร,เขตบึงกุ่ม,2
['ถนน'],RHH6+H25 ซอย วิภาวดีรังสิต 34 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],สำนักการโยธา กทม. เชิญร่วมไปยัง กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,ส่งต่อ(ใหม่),100.56005,13.82893,กรุงเทพมหานคร,เขตจตุจักร,1
"['แสงสว่าง', 'ร้องเรียน', 'ความปลอดภัย']",23 ซอย บางนา- ตราต 21 แยก 9 บางนาใต้ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ร้องเรียน', 'ความปลอดภัย']",ฝ่ายโยธา สำนักงานเขตบางนา อยู่ระหว่างดำเนินการตรวจสอบข้อมูลดังกล่าว ขอบคุณสำหรับการแจ้งข้อมูลครับ,กำลังดำเนินการ,100.63209,13.67188,กรุงเทพมหานคร,เขตบางนา,3
[''],15 ซอย ชนะสงคราม แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,2023-05-17,[''],ฝ่ายเทศกิจ สำนักงานเขตพระนคร รับทราบเพื่อดำเนินการ,ส่งต่อ(ใหม่),100.49412,13.76227,กรุงเทพมหานคร,เขตพระนคร,1
"['ทางเท้า', 'แสงสว่าง']",48 ซ. รามคำแหง 68 แยก 1-1 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ทางเท้า', 'แสงสว่าง']","การไฟฟ้านครหลวง เขตลาดกระบัง ส่งต่อไปยัง เขตบางกะปิ
เนื่องจาก กฟน. เขตลาดกระบัง แจ้งสำนักงานเขต ดำเนินการขอติดตั้งไฟฟ้าสาธารณะกับ กฟน. ตามขั้นตอนต่อไป",รอรับเรื่อง,100.65754,13.76654,กรุงเทพมหานคร,เขตบางกะปิ,2
['ความสะอาด'],226 สุขุมวิท 101/1 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,['ความสะอาด'],เขตพระโขนง เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตพระโขนง,กำลังดำเนินการ,100.62937,13.69206,กรุงเทพมหานคร,เขตพระโขนง,1
['ถนน'],69 ซอย เคหะร่มเกล้า 78 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],ฝ่ายเทศกิจรับทราบ พร้อมจัดเจ้าหน้าที่ดำเนินการแก้ไขต่อไป,กำลังดำเนินการ,100.70767,13.77446,กรุงเทพมหานคร,เขตสะพานสูง,1
