type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,cluster_label
ถนน,499/192-199 ซอย พหลโยธิน 52 แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18,"['ความสะอาด', 'ถนน', 'คลอง']",ฝ่ายรักษาความสะอาดจะดำเนินการตรวจสอบและแก้ไขต่อไป,กำลังดำเนินการ,100.61414,13.89326,กรุงเทพมหานคร,เขตสายไหม,1
ถนน,1 ประชาอุทิศ 90 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-18,['ถนน'],สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.) เชิญร่วมไปยัง กลุ่มงานสัญญาณไฟจราจร สวจ.สจส.,ส่งต่อ(ใหม่),100.50691,13.60611,กรุงเทพมหานคร,เขตทุ่งครุ,3
ถนน,ไม่ติดบ้านเลขที่ ถนน นวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18,"['ถนน', 'จราจร', 'คลอง']",เขตบึงกุ่ม ส่งต่อไปยัง องค์การขนส่งมวลชนกรุงเทพ (ขสมก.),ส่งต่อ(ใหม่),100.65248,13.81459,กรุงเทพมหานคร,เขตบึงกุ่ม,4
ถนน,109/19 บางกระดี่ 25 แยก 2-2-1 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-18,"['กีดขวาง', 'ถนน']",,รอรับเรื่อง,100.40472,13.61839,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,QH64+343 ซอย คงอ่ำ แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-18,['ทางเท้า'],เขตดินแดง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.55532,13.76018,กรุงเทพมหานคร,เขตดินแดง,0
ถนน,167 ถนน กำแพงเพชร 6 แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ถนน'],เขตหลักสี่ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.57109,13.86686,กรุงเทพมหานคร,เขตหลักสี่,1
ถนน,เลขที่ 111/506 แขวง สีกัน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน']",ฝ่ายโยธาประสานเจ้าหน้าที่ดำเนินการตรวจสอบ เพื่อดำเนินการแก้ไขและประสานหน่วยงานที่เกี่ยวข้อง ขออภัยในความไม่สะดวกนะค่ะ,กำลังดำเนินการ,100.57179,13.94771,กรุงเทพมหานคร,เขตดอนเมือง,1
ถนน,137 อินทามะระ ซอย 11 แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความสะอาด']","ฝ่ายรักษาความสะอาดฯ เขตพญาไท รับเรื่องแล้วค่ะ
ประสานผู้เกี่ยวข้องเพื่อดำเนินการการตรวจสอบและแก้ไขค่ะ",กำลังดำเนินการ,100.55443,13.79223,กรุงเทพมหานคร,เขตพญาไท,4
ทางเท้า,15 ซอย ลาดปลาเค้า 63 แขวง จรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ทางเท้า']",ฝ่ายโยธา เขตลาดพร้าว ส่งต่อไปยัง การไฟฟ้านครหลวง เขตนวลจันทร์,ส่งต่อ(ใหม่),100.60061,13.84657,กรุงเทพมหานคร,เขตลาดพร้าว,1
ทางเท้า,361 ถนนเทอดไท แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",เจ้าหน้าที่ตรวจสอบค่ะ,กำลังดำเนินการ,100.44386,13.71247,กรุงเทพมหานคร,เขตภาษีเจริญ,3
ถนน,8 ถนน พระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตห้วยขวาง ส่งต่อไปยัง สน.ห้วยขวาง,ส่งต่อ(ใหม่),100.57081,13.75546,กรุงเทพมหานคร,เขตห้วยขวาง,0
ถนน,10 ซอย ราษฎร์บูรณะ 11 แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-17,"['การเดินทาง', 'แสงสว่าง', 'ถนน']",รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.48896,13.68956,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,3
ถนน,PF4P+H73 ซอย สมเด็จพระเจ้าตากสิน 30 แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['ถนน'],"🚇🟣 โครงการรถไฟฟ้าสายสีม่วง ช่วงเตาปูน - ราษฎร์บูรณะ (วงแหวนกาญจนาภิเษก) จะประสานผู้รับจ้างงานก่อสร้าง ให้ตรวจสอบและแก้ไข  โดยจะแจ้งผลให้ทราบ

ต้องขออภัยในความไม่สะดวกมา ณ โอกาสนี้ 
🙏🙏🙏",ส่งต่อ(ใหม่),100.48562,13.70643,กรุงเทพมหานคร,เขตธนบุรี,0
ถนน,105/10 ซอย สุวินทวงศ์ 1 เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ถนน'],เขตมีนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71684,13.81509,กรุงเทพมหานคร,เขตมีนบุรี,5
ถนน,QG7Q+X87 ถ. พหลโยธิน แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ถนน'],เขตราชเทวี เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตราชเทวี,กำลังดำเนินการ,100.53826,13.76513,กรุงเทพมหานคร,เขตราชเทวี,0
ถนน,273 ถ. ประชาราษฎร์บำเพ็ญ แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['เสียงรบกวน', 'ถนน']",เขตห้วยขวาง ส่งต่อไปยัง สน.สุทธิสาร,ส่งต่อ(ใหม่),100.57675,13.78102,กรุงเทพมหานคร,เขตห้วยขวาง,4
ถนน,ซอย มิตรไมตรี 30 แขวงคู้ฝั่งเหนือ เขตหนองจอก กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ถนน'],เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.79301,13.86455,กรุงเทพมหานคร,เขตหนองจอก,5
ถนน,19 ถ. พญาไท แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['สะพาน', 'เสียงรบกวน', 'ถนน']",ฝ่ายโยธาได้รับเรื่องไว้ดำเนินการตรวจสอบแก้ไขต่อไปแล้วครับ,กำลังดำเนินการ,100.53127,13.74939,กรุงเทพมหานคร,เขตราชเทวี,0
ถนน,ซอย จันทน์ 20 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร : 21 ซอย จันทน์ 20 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,['ถนน'],ประสานฝ่ายโยธา เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.52559,13.70676,กรุงเทพมหานคร,เขตสาทร,0
ถนน,PQF5+2VW แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'เสียงรบกวน']",เขตลาดกระบัง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.7598,13.72268,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,12 ถ. พหลโยธิน แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร']",เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.55876,13.81077,กรุงเทพมหานคร,เขตจตุจักร,4
ถนน,54 ซอย พหลโยธิน 54/1 แยก 4 แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน']",,รอรับเรื่อง,100.62587,13.90808,กรุงเทพมหานคร,เขตสายไหม,1
ทางเท้า,341 พัฒนาการ แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ทางเท้า', 'แสงสว่าง', 'สะพาน']",เขตภาษีเจริญ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.45957,13.71705,กรุงเทพมหานคร,เขตภาษีเจริญ,0
ถนน,2277 ถนน รามคำแหง แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']",เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.6207,13.75995,กรุงเทพมหานคร,เขตบางกะปิ,4
ทางเท้า,QHHC+67W ซอย ประชาสงเคราะห์ 38 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตดินแดง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดินแดง,กำลังดำเนินการ,100.57067,13.77812,กรุงเทพมหานคร,เขตดินแดง,4
ถนน,QJWG+WVG แยกวัดบึงทองหลาง แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.62729,13.79723,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,108 135 ถ. พุทธมณฑล สาย 2 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย', 'จราจร']",อยู่ระหว่างพิจารณาตรวจสอบ,ส่งต่อ(ใหม่),100.39585,13.72089,กรุงเทพมหานคร,เขตบางแค,3
ถนน,75-77 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.6281,13.79225,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,"รามอินทรา 40 แยก 31 (บริเวณทางแยกปากซอย) รามอินทรา 13.841983060546612, 100.6421009799579
แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร : RJRR+RR4 รามอินทรา 40 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย",2023-05-17,"['เสียงรบกวน', 'ถนน']",,รอรับเรื่อง,100.6421,13.84198,กรุงเทพมหานคร,เขตบึงกุ่ม,1
ถนน,RHH6+H25 ซอย วิภาวดีรังสิต 34 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],สำนักการโยธา กทม. เชิญร่วมไปยัง กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,ส่งต่อ(ใหม่),100.56005,13.82893,กรุงเทพมหานคร,เขตจตุจักร,4
ทางเท้า,48 ซ. รามคำแหง 68 แยก 1-1 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ทางเท้า', 'แสงสว่าง']","การไฟฟ้านครหลวง เขตลาดกระบัง ส่งต่อไปยัง เขตบางกะปิ
เนื่องจาก กฟน. เขตลาดกระบัง แจ้งสำนักงานเขต ดำเนินการขอติดตั้งไฟฟ้าสาธารณะกับ กฟน. ตามขั้นตอนต่อไป",รอรับเรื่อง,100.65754,13.76654,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,69 ซอย เคหะร่มเกล้า 78 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],ฝ่ายเทศกิจรับทราบ พร้อมจัดเจ้าหน้าที่ดำเนินการแก้ไขต่อไป,กำลังดำเนินการ,100.70767,13.77446,กรุงเทพมหานคร,เขตสะพานสูง,5
ถนน,61 ซอย บางกระดี่ 19 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ถนน'],ดำเนินการตรวจสอบแก้ไขให้ครับ,กำลังดำเนินการ,100.40908,13.62802,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ถนน,"พหลโยธิน : 2/11 ซอย 27, พหลโยธิน, แขวงจตุจักร เขตจตุจักร กทม, 10900 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-17,"['สะพาน', 'ถนน']",สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.5565,13.80726,กรุงเทพมหานคร,เขตจตุจักร,4
ถนน,596 นครไทย ซอย 17 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'ถนน']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตบางกะปิ,กำลังดำเนินการ,100.63001,13.77877,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,1349 6 ซอย เมน หมู่บ้านปัญญา แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ถนน'],เขตสวนหลวง ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.61626,13.74096,กรุงเทพมหานคร,แขวงสวนหลวง,2
ถนน,224 ซอย วิภาวดีรังสิต 22 ตลาดลุงเพิ่ม ซอย 4 ถนน วิภาวดีรังสิต แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง']",การไฟฟ้านครหลวง เขตบางเขน ทราบครับ,ส่งต่อ(ใหม่),100.56249,13.80613,กรุงเทพมหานคร,เขตจตุจักร,4
ทางเท้า,240 101 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.62955,13.77667,กรุงเทพมหานคร,เขตบางกะปิ,4
ทางเท้า,140 ซอย เชิดวุฒากาศ 9/1 แขวง สีกัน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ทางเท้า'],ประสานฝ่ายเทศกิจตรวจสอบดำเนินการ,กำลังดำเนินการ,100.60224,13.92287,กรุงเทพมหานคร,เขตดอนเมือง,1
ถนน,2847 ถ. ลาดพร้าว แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.62923,13.77506,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,ตรงข้ามฟู้ดแลนด์ แขวง พลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตวังทองหลาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.62271,13.7785,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,"- พหลโยธิน 13.834678897922332, 100.5725864305004
แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร : RHMF+R36 ซอย แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-17,"['ถนน', 'สอบถาม', 'สะพาน', 'ความปลอดภัย']",สำนักการโยธา กทม. เชิญร่วมไปยัง กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,ส่งต่อ(ใหม่),100.57259,13.83468,กรุงเทพมหานคร,เขตจตุจักร,4
ถนน,ลาดพร้าว 64 แยก 4  ลาดพร้าว 64  จุดเกิดเหตุ ซอยลาดพร้าว 64 แยก 4  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310 : 248 ตะวันรุ่ง ซอย 10 แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'เสียงรบกวน']",กองระบบท่อระบายน้ำอยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ,ส่งต่อ(ใหม่),100.59502,13.7892,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,1276 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.63069,13.78369,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,"ประชาสำราญ , 
56/2 หมู่4 ถนน ประชาสำราญ เขตหนองจอก กรุงเทพมหานคร 10530 : ซอย ศรีเมือง แขวงคลองสิบสอง เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย",2023-05-17,"['สะพาน', 'แสงสว่าง', 'ถนน', 'คลอง']",เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.86373,13.89049,กรุงเทพมหานคร,เขตหนองจอก,5
ถนน,"สวนสยาม ถนนสวยสยาม มุ่งหน้าไป ถนนเสรีไทย 
แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร : 22 ซอย สวนสยาม 3 แยก 7 แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย",2023-05-17,"['แสงสว่าง', 'ความปลอดภัย', 'ถนน']",เขตคันนายาว เชิญร่วมไปยัง ฝ่ายโยธา เขตคันนายาว,กำลังดำเนินการ,100.69146,13.80516,กรุงเทพมหานคร,เขตคันนายาว,4
ทางเท้า,334 ถ. เยาวราช แขวง จักรวรรดิ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความปลอดภัย']",จะให้เจ้าหน้าที่เข้าดำเนินการตรวจสอบแก้ไขครับ,กำลังดำเนินการ,100.50792,13.74141,กรุงเทพมหานคร,เขตสัมพันธวงศ์,0
ถนน,477-9 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.63003,13.7856,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,ศรีอยุธยา แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร : QGG2+2PC ซอย ท่าวาสุกรี แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ถนน', 'แสงสว่าง']",เขตดุสิต เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตดุสิต,กำลังดำเนินการ,100.50181,13.77523,กรุงเทพมหานคร,เขตดุสิต,0
ถนน,"เฉลิมพระเกียรติ ร.9 ซอย 28 แยก 5   เฉลิมพระเกียรติ ร.9  จุดเกิดเหตุ ถนนเฉลิมพระเกียรติ ร.9 ซอย 28 แยก 5 
 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 : 32/4 เฉลิมพระเกียรติ ร.9 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย",2023-05-17,"['ถนน', 'แสงสว่าง']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.67789,13.67852,กรุงเทพมหานคร,ประเวศ,2
ถนน,ศรีอยุธยา แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร : QGG2+2PC ซอย ท่าวาสุกรี แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",เขตดุสิต เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดุสิต,กำลังดำเนินการ,100.50181,13.77523,กรุงเทพมหานคร,เขตดุสิต,0
ทางเท้า,ศรีอยุธยา แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร : QGG2+2PC ซอย ท่าวาสุกรี แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",เขตดุสิต เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดุสิต,กำลังดำเนินการ,100.50181,13.77523,กรุงเทพมหานคร,เขตดุสิต,0
ถนน,2145 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.6289,13.78905,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,"นวลจันทร์ 22 นวลจันทร์  , , : RJCV+C93 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย",2023-05-17,['ถนน'],รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.64336,13.82106,กรุงเทพมหานคร,เขตบึงกุ่ม,4
ถนน,คลองจั่น QJQH+XC9 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.62873,13.78989,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,สถานีบางซ่อน แขวง วงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",เขตบางซื่อ ส่งต่อไปยัง การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ส่งต่อ(ใหม่),100.53424,13.82194,กรุงเทพมหานคร,เขตบางซื่อ,4
ทางเท้า,สถานีบางซ่อน แขวง วงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",เขตบางซื่อ ส่งต่อไปยัง การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ส่งต่อ(ใหม่),100.53424,13.82194,กรุงเทพมหานคร,เขตบางซื่อ,4
ถนน,3032 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.62847,13.7912,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,"ราษฎร์บูรณะ ตั้งแต่ ถนนราษฎร์บูรณะ ไปจนถึง ถนนเจริญนคร
เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 : 604/1 ถ. ราษฎร์บูรณะ แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย",2023-05-17,['ถนน'],สำนักงานเขตราษฎร์บูรณะโดยฝ่ายเทศกิจขอขอบคุณที่แจ้งเหตุดังกล่าว ทั้งนี้เจ้าหน้าที่จักได้เร่งดำเนินการตรวจสอบและดำเนินการต่อไป,กำลังดำเนินการ,100.48689,13.69204,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,3
ถนน,จันทน์ 31  จันทน์  จุดเกิดเหตุ ปากซอยจันทร์ 31 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 : 1590 ซอย จันทน์ 33 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",ฝ่ายเทศกิจ จัดเจ้าหน้าที่ตรวจสอบตามเวลา ที่ผู้ร้องแจ้งเพื่อแก้ไขปัญหาต่อไป,กำลังดำเนินการ,100.52477,13.70578,กรุงเทพมหานคร,เขตสาทร,0
ทางเท้า,จันทน์ 31  จันทน์  จุดเกิดเหตุ ปากซอยจันทร์ 31 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 : 1590 ซอย จันทน์ 33 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",ฝ่ายเทศกิจ จัดเจ้าหน้าที่ตรวจสอบตามเวลา ที่ผู้ร้องแจ้งเพื่อแก้ไขปัญหาต่อไป,กำลังดำเนินการ,100.52477,13.70578,กรุงเทพมหานคร,เขตสาทร,0
ถนน,"วิภาวดี-รังสิต 5 แยก 2 วิภาวดี-รังสิต 13.800430914873225, 100.5597387573114
แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร : RH25+5VW แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-17,"['ถนน', 'ร้องเรียน', 'เสียงรบกวน']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55974,13.80043,กรุงเทพมหานคร,เขตจตุจักร,4
