type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
ถนน,413 ถนน สุขุมวิท 101/1 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ท่อระบายน้ำ', 'ความปลอดภัย', 'ถนน']",เขตพระโขนง เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตพระโขนง,กำลังดำเนินการ,100.62298,13.68463,กรุงเทพมหานคร,เขตพระโขนง
ความสะอาด,63/1984 ซอย คลองเก้า 7 แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-18,['ความสะอาด'],,รอรับเรื่อง,100.79204,13.90774,กรุงเทพมหานคร,เขตคลองสามวา
จราจร,219 จรัญสนิทวงศ์ แขวง บางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-18,['จราจร'],สำนักงานเขตบางพลัดขอขอบคุณท่านที่แจ้งปัญหาให้ทราบจะได้ดำเนินการตรวจสอบต่อไป,กำลังดำเนินการ,100.50108,13.78338,กรุงเทพมหานคร,เขตบางพลัด
ความปลอดภัย,XJ29+MP กรุงเทพมหานคร ประเทศไทย,2023-05-18,['ความปลอดภัย'],เขตดอนเมือง ส่งต่อไปยัง กรมทางหลวง,ส่งต่อ(ใหม่),100.61934,13.9517,XJ29+MP,
กีดขวาง,แยกราชดำริ 8 ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18,['กีดขวาง'],,รอรับเรื่อง,100.53862,13.73419,กรุงเทพมหานคร,เขตปทุมวัน
ต้นไม้,สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55995,13.82869,กรุงเทพมหานคร,เขตจตุจักร
ความสะอาด,สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55995,13.82869,กรุงเทพมหานคร,เขตจตุจักร
ร้องเรียน,สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55995,13.82869,กรุงเทพมหานคร,เขตจตุจักร
ความปลอดภัย,สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55995,13.82869,กรุงเทพมหานคร,เขตจตุจักร
สัตว์จรจัด,48 Kanlapaphruek Rd แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,['สัตว์จรจัด'],ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.42324,13.68572,กรุงเทพมหานคร,เขตบางแค
กีดขวาง,ตึกเนชั่น (อินเตอร์ลิ้งค์ ทาวเวอร์) แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,['กีดขวาง'],,รอรับเรื่อง,100.65147,13.66384,กรุงเทพมหานคร,เขตบางนา
ถนน,111 สุขาภิบาล 1 แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ถนน', 'คลอง']",ฝ่ายโยธา เขตบางแค รับทราบเรื่องค่ะ,กำลังดำเนินการ,100.421,13.69925,กรุงเทพมหานคร,เขตบางแค
คลอง,111 สุขาภิบาล 1 แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ถนน', 'คลอง']",ฝ่ายโยธา เขตบางแค รับทราบเรื่องค่ะ,กำลังดำเนินการ,100.421,13.69925,กรุงเทพมหานคร,เขตบางแค
ทางเท้า,Pracharatbumpen 9 Pracharatbumpen Rd. Huay Kwang BKK TH แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18,['ทางเท้า'],,รอรับเรื่อง,100.57363,13.77845,กรุงเทพมหานคร,เขตดินแดง
ความสะอาด,464 พัฒนาการ แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,['ความสะอาด'],แจ้งเจ้าหน้าที่ตรวจสอบแก้ไข,กำลังดำเนินการ,100.62055,13.7277,กรุงเทพมหานคร,แขวงสวนหลวง
ท่อระบายน้ำ,VH9H+FFQ ซอย วิภาวดีรังสิต 62 แยก 4 แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ท่อระบายน้ำ'],,รอรับเรื่อง,100.57882,13.86865,กรุงเทพมหานคร,เขตหลักสี่
ถนน,27 20 หมู่6 ซอย รามคำแหง 160 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18,['ถนน'],ฝ่ายเทศกิจชุดปฏิบัติการ กำลังเร่งดำเนินการจัดเก็บป้ายหาเสียงนักการเมืองอยู่ในขณะนี้,เสร็จสิ้น,100.70432,13.7907,กรุงเทพมหานคร,เขตสะพานสูง
ท่อระบายน้ำ,"รัชดาภิเษก 36 แยก 9-3-6-5 รัชดาภิเษก จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ซอยรัชดาภิเษก 36 แยก 9-3-6-5 ทั้งซอย
เขต: จตุจักร
แขวง : จันทรเกษม : 346/257 ซอยรัชดาภิเษก 36 แยก 9-3-6-5 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-18,"['ท่อระบายน้ำ', 'ถนน']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.58652,13.82753,กรุงเทพมหานคร,เขตจตุจักร
ถนน,"รัชดาภิเษก 36 แยก 9-3-6-5 รัชดาภิเษก จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ซอยรัชดาภิเษก 36 แยก 9-3-6-5 ทั้งซอย
เขต: จตุจักร
แขวง : จันทรเกษม : 346/257 ซอยรัชดาภิเษก 36 แยก 9-3-6-5 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-18,"['ท่อระบายน้ำ', 'ถนน']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.58652,13.82753,กรุงเทพมหานคร,เขตจตุจักร
เสนอแนะ,"สำนักงานเขตบางเขน Phahonyothin Road, Anusawari, Bang Khen, Bangkok : 14 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18,"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']",,รอรับเรื่อง,100.59608,13.87339,กรุงเทพมหานคร,เขตบางเขน
ร้องเรียน,"สำนักงานเขตบางเขน Phahonyothin Road, Anusawari, Bang Khen, Bangkok : 14 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18,"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']",,รอรับเรื่อง,100.59608,13.87339,กรุงเทพมหานคร,เขตบางเขน
ป้าย,"สำนักงานเขตบางเขน Phahonyothin Road, Anusawari, Bang Khen, Bangkok : 14 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18,"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']",,รอรับเรื่อง,100.59608,13.87339,กรุงเทพมหานคร,เขตบางเขน
สัตว์จรจัด,"สำนักงานเขตบางเขน Phahonyothin Road, Anusawari, Bang Khen, Bangkok : 14 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18,"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']",,รอรับเรื่อง,100.59608,13.87339,กรุงเทพมหานคร,เขตบางเขน
ความสะอาด,เดอะ คอนเนค ดอนเมือง - สรงประภา ถนน สรงประภา ดอนเมือง สีกัน กรุงเทพมหานคร : 56/100 ถนน สรงประภา แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ความสะอาด'],สำนักงานเขตดอนเมือง รับทราบเรื่อง และประสานฝ่ายรักษาความสะอาดฯ ตรวจสอบและแก้ไขต่อไปค่ะ,กำลังดำเนินการ,100.5756,13.92402,กรุงเทพมหานคร,เขตดอนเมือง
ท่อระบายน้ำ,333/9 ถนนรัชดาภิเษก 36 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,['ท่อระบายน้ำ'],เขตจตุจักร เชิญร่วมไปยัง ฝ่ายโยธา เขตจตุจักร,กำลังดำเนินการ,100.58331,13.82735,กรุงเทพมหานคร,เขตจตุจักร
ถนน,"ชัยพฤกษ์ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : วัดชัยพฤกษมาลา ราชวรวิหาร
เขต: ตลิ่งชัน
แขวง : ตลิ่งชัน : 2 ถนน ชัยพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ถนน', 'ท่อระบายน้ำ']",ฝ่ายโยธา เขตตลิ่งชัน ส่งต่อไปยัง สำนักการระบายน้ำ กทม.,ส่งต่อ(ใหม่),100.46704,13.79535,กรุงเทพมหานคร,เขตตลิ่งชัน
ท่อระบายน้ำ,"ชัยพฤกษ์ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : วัดชัยพฤกษมาลา ราชวรวิหาร
เขต: ตลิ่งชัน
แขวง : ตลิ่งชัน : 2 ถนน ชัยพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ถนน', 'ท่อระบายน้ำ']",ฝ่ายโยธา เขตตลิ่งชัน ส่งต่อไปยัง สำนักการระบายน้ำ กทม.,ส่งต่อ(ใหม่),100.46704,13.79535,กรุงเทพมหานคร,เขตตลิ่งชัน
ถนน,84/4 ซอยสุขุมวิท 62 ถ. สุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,['ถนน'],เขตพระโขนง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.60214,13.69477,กรุงเทพมหานคร,เขตพระโขนง
ถนน,2/20 ซอย พหลโยธิน 40 แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,['ถนน'],"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.57906,13.84481,กรุงเทพมหานคร,เขตจตุจักร
ถนน,49/10 ซอย รามอินทรา 8 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18,"['ถนน', 'คลอง']",,รอรับเรื่อง,100.61866,13.84957,กรุงเทพมหานคร,เขตบางเขน
คลอง,49/10 ซอย รามอินทรา 8 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18,"['ถนน', 'คลอง']",,รอรับเรื่อง,100.61866,13.84957,กรุงเทพมหานคร,เขตบางเขน
ความสะอาด,107 ถนนนเรศ แขวง สี่พระยา เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-18,['ความสะอาด'],ฝ่ายรักษา ฯ กำลังดำเนินการในส่วนที่เกี่ยวข้องค่ะ,กำลังดำเนินการ,100.52425,13.72797,กรุงเทพมหานคร,เขตบางรัก
ถนน,4 ถ. เพชรบุรี แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-18,"['ถนน', 'ท่อระบายน้ำ']",การไฟฟ้านครหลวง เขตคลองเตย ส่งต่อไปยัง การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,ส่งต่อ(ใหม่),100.5512,13.74987,กรุงเทพมหานคร,เขตราชเทวี
ท่อระบายน้ำ,4 ถ. เพชรบุรี แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-18,"['ถนน', 'ท่อระบายน้ำ']",การไฟฟ้านครหลวง เขตคลองเตย ส่งต่อไปยัง การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,ส่งต่อ(ใหม่),100.5512,13.74987,กรุงเทพมหานคร,เขตราชเทวี
สายไฟ,1-3 ซอย พหลโยธิน 20 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['สายไฟ', 'ความปลอดภัย', 'กีดขวาง']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55782,13.80913,กรุงเทพมหานคร,เขตจตุจักร
ความปลอดภัย,1-3 ซอย พหลโยธิน 20 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['สายไฟ', 'ความปลอดภัย', 'กีดขวาง']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55782,13.80913,กรุงเทพมหานคร,เขตจตุจักร
กีดขวาง,1-3 ซอย พหลโยธิน 20 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['สายไฟ', 'ความปลอดภัย', 'กีดขวาง']","ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.55782,13.80913,กรุงเทพมหานคร,เขตจตุจักร
ทางเท้า,86 ถ. รัชดาภิเษก แขวง ดินแดง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18,['ทางเท้า'],,รอรับเรื่อง,100.57345,13.77841,กรุงเทพมหานคร,เขตห้วยขวาง
สัตว์จรจัด,65 ซอย ชัยวัฒน์ 4 แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-18,['สัตว์จรจัด'],ฝ่ายสิ่งแวดล้อมรับเรื่องค่ะ,กำลังดำเนินการ,100.47052,13.70355,กรุงเทพมหานคร,เขตจอมทอง
น้ำท่วม,566 ถ. ศรีนครินทร์ แขวง พัฒนาการ แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,"['น้ำท่วม', 'ความปลอดภัย']",เขตสวนหลวง ส่งต่อไปยัง การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ส่งต่อ(ใหม่),100.64215,13.73886,กรุงเทพมหานคร,แขวงสวนหลวง
ความปลอดภัย,566 ถ. ศรีนครินทร์ แขวง พัฒนาการ แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,"['น้ำท่วม', 'ความปลอดภัย']",เขตสวนหลวง ส่งต่อไปยัง การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ส่งต่อ(ใหม่),100.64215,13.73886,กรุงเทพมหานคร,แขวงสวนหลวง
ความสะอาด,999 ซอย แจ้งวัฒนะ 10 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ความสะอาด'],เขตหลักสี่ ส่งต่อไปยัง สน.ทุ่งสองห้อง,ส่งต่อ(ใหม่),100.57894,13.88755,กรุงเทพมหานคร,เขตหลักสี่
ความสะอาด,"แจ้งวัฒนะ 6 แจ้งวัฒนะ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : อยู่เลยเซเว่นกลางซอย ทาวน์เฮ้าส์จะหันหน้าเข้าทางหมู่บ้านสิรสา บ้านเลขที่ 400/36 ถึง 400/40 ประชาชนได้พูดคุยกับเจ้าหน้าที่เก็บขยะแล้วก็ยังไม่มาเก็บ แค่บ้านที่แจ้ง
เขต: หลักสี่
แขวง : ตลาดบางเขน : 400/40 ถ. แจ้งวัฒนะ แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย",2023-05-18,"['ความสะอาด', 'ถนน']",,รอรับเรื่อง,100.58776,13.8834,กรุงเทพมหานคร,เขตหลักสี่
ถนน,"แจ้งวัฒนะ 6 แจ้งวัฒนะ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : อยู่เลยเซเว่นกลางซอย ทาวน์เฮ้าส์จะหันหน้าเข้าทางหมู่บ้านสิรสา บ้านเลขที่ 400/36 ถึง 400/40 ประชาชนได้พูดคุยกับเจ้าหน้าที่เก็บขยะแล้วก็ยังไม่มาเก็บ แค่บ้านที่แจ้ง
เขต: หลักสี่
แขวง : ตลาดบางเขน : 400/40 ถ. แจ้งวัฒนะ แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย",2023-05-18,"['ความสะอาด', 'ถนน']",,รอรับเรื่อง,100.58776,13.8834,กรุงเทพมหานคร,เขตหลักสี่
ป้าย,4 ซอย เพชรเกษม 40 แยก 3 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ป้าย', 'แสงสว่าง', 'ร้องเรียน', 'ถนน']",เขตภาษีเจริญ ส่งต่อไปยัง การไฟฟ้าส่วนภูมิภาค สาขา อำเภอชุมพวง,ส่งต่อ(ใหม่),100.45178,13.71772,กรุงเทพมหานคร,เขตภาษีเจริญ
แสงสว่าง,4 ซอย เพชรเกษม 40 แยก 3 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ป้าย', 'แสงสว่าง', 'ร้องเรียน', 'ถนน']",เขตภาษีเจริญ ส่งต่อไปยัง การไฟฟ้าส่วนภูมิภาค สาขา อำเภอชุมพวง,ส่งต่อ(ใหม่),100.45178,13.71772,กรุงเทพมหานคร,เขตภาษีเจริญ
ร้องเรียน,4 ซอย เพชรเกษม 40 แยก 3 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ป้าย', 'แสงสว่าง', 'ร้องเรียน', 'ถนน']",เขตภาษีเจริญ ส่งต่อไปยัง การไฟฟ้าส่วนภูมิภาค สาขา อำเภอชุมพวง,ส่งต่อ(ใหม่),100.45178,13.71772,กรุงเทพมหานคร,เขตภาษีเจริญ
ถนน,4 ซอย เพชรเกษม 40 แยก 3 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ป้าย', 'แสงสว่าง', 'ร้องเรียน', 'ถนน']",เขตภาษีเจริญ ส่งต่อไปยัง การไฟฟ้าส่วนภูมิภาค สาขา อำเภอชุมพวง,ส่งต่อ(ใหม่),100.45178,13.71772,กรุงเทพมหานคร,เขตภาษีเจริญ
ถนน,8 สุขุทวิท 101 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,['ถนน'],เขตพระโขนง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.60898,13.69024,กรุงเทพมหานคร,เขตพระโขนง
ป้าย,,2023-05-18,"['ป้าย', 'ร้องเรียน']",,รอรับเรื่อง,100.61466,13.65566,,
ร้องเรียน,,2023-05-18,"['ป้าย', 'ร้องเรียน']",,รอรับเรื่อง,100.61466,13.65566,,
ร้องเรียน,สำนักงานเขตหลักสี่ ซอย แจ้งวัฒนะ 10 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร : 999 ซอย แจ้งวัฒนะ 10 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,"['ร้องเรียน', 'ความสะอาด']",,รอรับเรื่อง,100.57894,13.88749,กรุงเทพมหานคร,เขตหลักสี่
ความสะอาด,สำนักงานเขตหลักสี่ ซอย แจ้งวัฒนะ 10 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร : 999 ซอย แจ้งวัฒนะ 10 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,"['ร้องเรียน', 'ความสะอาด']",,รอรับเรื่อง,100.57894,13.88749,กรุงเทพมหานคร,เขตหลักสี่
ความปลอดภัย,596/1 ถ.ประชาอุทิศ ข.บางมด ข.ทุ่งครุ กรุงเทพมหานคร 10140 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-18,['ความปลอดภัย'],"สำนักงานเขตรับทราบปัญหาของท่านแล้ว
จะดำเนินการตรวจสอบและแจ้งผลการดำเนินงานให้ทราบต่อไป",กำลังดำเนินการ,100.50254,13.64413,กรุงเทพมหานคร,เขตทุ่งครุ
กีดขวาง,63 พระราม ที่ 9 แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,['กีดขวาง'],เขตสวนหลวง ส่งต่อไปยัง กองบัญชาการตำรวจนครบาล (บช.น.),ส่งต่อ(ใหม่),100.62691,13.74567,กรุงเทพมหานคร,แขวงสวนหลวง
ถนน,"พึ่งมี 24 สุขุมวิท 93 จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : เข้ามากลางซอยเจอศาลพระภูมิเลี้ยวซ้ายเข้ามาบ้านเลขที่ 35
เขต: พระโขนง
แขวง : บางจาก : 81 ซอย พึ่งมี 24 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย",2023-05-18,['ถนน'],เขตพระโขนง ส่งต่อไปยัง กองบัญชาการตำรวจนครบาล (บช.น.),ส่งต่อ(ใหม่),100.61548,13.69952,กรุงเทพมหานคร,เขตพระโขนง
สายไฟ,27 ซอย สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,['สายไฟ'],เขตสวนหลวง ส่งต่อไปยัง CAT TELECOM (Official),ส่งต่อ(ใหม่),100.61222,13.71821,กรุงเทพมหานคร,แขวงสวนหลวง
ถนน,138/2 ถนน ศรีนครินทร์ แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18,['ถนน'],เขตบางกะปิ ส่งต่อไปยัง การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ส่งต่อ(ใหม่),100.64382,13.74709,กรุงเทพมหานคร,เขตบางกะปิ
สะพาน,164 ถนน เทศบาล สาย แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-18,"['สะพาน', 'จราจร', 'สอบถาม', 'การเดินทาง']",เขตธนบุรี ส่งต่อไปยัง กรมเจ้าท่า (Marine Department),ส่งต่อ(ใหม่),100.49561,13.73771,กรุงเทพมหานคร,เขตธนบุรี
จราจร,164 ถนน เทศบาล สาย แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-18,"['สะพาน', 'จราจร', 'สอบถาม', 'การเดินทาง']",เขตธนบุรี ส่งต่อไปยัง กรมเจ้าท่า (Marine Department),ส่งต่อ(ใหม่),100.49561,13.73771,กรุงเทพมหานคร,เขตธนบุรี
สอบถาม,164 ถนน เทศบาล สาย แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-18,"['สะพาน', 'จราจร', 'สอบถาม', 'การเดินทาง']",เขตธนบุรี ส่งต่อไปยัง กรมเจ้าท่า (Marine Department),ส่งต่อ(ใหม่),100.49561,13.73771,กรุงเทพมหานคร,เขตธนบุรี
