type,org,description,ticket_id,coords,photo_url,after_photo,address,timestamp,problem_type_abdul,star,count_reopen,note,state,last_activity
"ทางเท้า,สายไฟ",กรุงเทพมหานคร,"มีสายไฟ1เส้นห้อยลงมาอยู่กลางทางเดินค่ะ 
ทำให้ต้องคอยระวัง ไม่ให้เดินไปชนกับสายไฟ",2023-FFKEA4,"['100.54450', '13.70434']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/ebde11ab0aaf92361e07548723e2272b72ed81d1.jpg,,PG3V+PQ7 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-18 01:55:59.141995+00,"['ทางเท้า', 'สายไฟ']",,0,"ฝ่ายโยธา เขตยานนาวา ส่งต่อไปยัง การไฟฟ้านครหลวง เขตยานนาวา
เนื่องจาก สายไฟ สายสัญญาณ บนเสาไฟอยู่ในความรับผิดชอบของการไฟฟ้านครหลวง",ส่งต่อ(ใหม่),2023-05-18 03:54:26.755467+00
"ทางเท้า,ถนน",กรุงเทพมหานคร,"* ปัญหา: ขอให้จัดระเบียบหาบเร่ แผงลอย ตั้งขายบนทางเท้า
* จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต)ศาลพระพรหมณ์ เคหะร่มเกล้า ตรงข้ามกรมที่ดินลาดกระบัง
* ถนน:เคหะร่มเกล้า
* เเขวง:คลองสองต้นนุ่น
* เขต:ลาดกระบัง
#1555",UFVWKL,"['100.73188', '13.76512']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684374901843.jpeg,,1184/39 ซอย เคหะร่มเกล้า 29 แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-18 01:55:03.630898+00,"['ทางเท้า', 'ถนน']",,0,รับเรื่อง ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,2023-05-18 05:14:12.97043+00
ร้องเรียน,กรุงเทพโปร่งใส,,,"['100.56994', '13.78078']",https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo_after2.png,,2023-05-18 01:54:20.318016+00,['ร้องเรียน'],,0,,รอรับเรื่อง,2023-05-18 01:54:21.447882+00
ทางเท้า,กรุงเทพมหานคร,"ปัญหา : มีเยาวชนรวมกลุ่มกันนั่งบนฟุตบาทแล้วดื่มน้ำกระท่อม ประชาชนสัญจรไปมาไม่สะดวก จึงอยากให้เจ้าหน้าที่เขตได้ลงพื้นที่ไปตรวจสอบด้วย
จุดสังเกต :หน้าหมู่บ้านนันทวัน
ซอย อ่อนนุช 44 
แขวงบางจาก 
เขตพระโขนง
#1555",36JTUD,"['100.63157', '13.69923']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684374833817.jpeg,,1182/144 ซอย อ่อนนุช 44 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18 01:53:55.030915+00,['ทางเท้า'],,0,เขตพระโขนง ส่งต่อไปยัง สน.พระโขนง,ส่งต่อ(ใหม่),2023-05-18 02:08:53.825095+00
ทางเท้า,กรุงเทพมหานคร,พื้นฟุตบาทชำรุดครับ,2023-674BLY,"['100.52925', '13.70435']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/9bda6031808c0cf9a1364ba84fe9dc43f0eac1a0.jpg,,38/3 ถ. สาธุประดิษฐ์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-18 01:53:00.406256+00,['ทางเท้า'],,0,เขตยานนาวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-18 06:40:38.40713+00
ถนน,กรุงเทพมหานคร,"ปัญหา: พนักงานเก็บขยะไม่มาเก็บขยะหลายวันแล้ว
จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) :ซอยเจริญกรุง 85 แยก 6-6 ทั้งซอย
ซอย: เจริญกรุง 85 แยก 6-6
ถนน: เจริญกรุง
เขต: บางคอแหลม
แขวง : วัดพระยาไกร
#1555",AGMEWX,"['100.50838', '13.70462']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684374771142.jpeg,,"เจริญกรุง 85 แยก 6-6 เจริญกรุง จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) :ซอยเจริญกรุง 85 แยก 6-6 ทั้งซอย
เขต: บางคอแหลม
แขวง : วัดพระยาไกร : 49/17 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย",2023-05-18 01:52:52.306707+00,['ถนน'],,0,ฝ่ายรักษาความสะอาดและสวนสาธารณะอยู่ระหว่างดำเนินการตรวจสอบและแก้ไข,กำลังดำเนินการ,2023-05-18 02:38:32.990598+00
"สัตว์จรจัด,ร้องเรียน",กรุงเทพมหานคร,แจ้งเรื่องแมวจรจัดในคอนโด สร้างความเดือดร้อนให้ผู้พักอาศัย,2023-HHCVRW,"['100.59557', '13.87733']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/80c7e09c8a37c8848ba38cbf1fb08ce9ad14eeba.jpg,,79/60 ถ. พหลโยธิน แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18 01:51:21.20271+00,"['สัตว์จรจัด', 'ร้องเรียน']",,0,สำนักงานเขตบางเขนรับทราบ ประสานฝ่ายที่เกี่ยวข้องตรวจสอบ,กำลังดำเนินการ,2023-05-18 02:08:16.836316+00
แสงสว่าง,กรุงเทพมหานคร,ได้รับความเดือดร้อนในตอนกลางคืน ไม่มีไฟทางในซอย ค่อนข้างเปลี่ยวค่ะ,2023-LRMNQ9,"['100.81910', '13.83465']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/a8f879c1f7ddb75072cec82edee83b8a7e0ce875.jpg,,22/30 ถ. เลียบวารี แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-18 01:47:32.175609+00,['แสงสว่าง'],,0,สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,2023-05-18 02:08:53.998918+00
ถนน,กรุงเทพมหานคร,ผมอยากทราบว่า ลูกระนาด ในซอย ลาดพร้าว 126 เกือบทั้งซอย ทำไม ต้องทำสัญลักษณ์ของพรรคก้าวไกล หรือ ผมเข้าใจผิด ช่วยชี้แจ้ง ถ้าไม่ชี้แจ้งเดี่ยวผมจะร้องไปยัง กกต และ สื่อสารมวลชน อีกทาง หรือถ้าผมเข้าใจผิด ว่าสัญลักษณ์แบบนี้ คือ เครื่องหมายจราจรจริงๆ,2023-7PUNQV,"['100.63680', '13.79552']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/a517b18da4de7bf6b4c41d7bfb78ecf7846b82af.jpg,,3442/12 ซอย ลาดพร้าว 101 แยก 44 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18 01:46:47.456485+00,['ถนน'],,0,ดำเนินการตรวจสอบ,ส่งต่อ(ใหม่),2023-05-18 05:24:05.024167+00
"ถนน,สัตว์จรจัด,ป้าย,ร้องเรียน",กรุงเทพมหานคร,"ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง นร02660020414
ขอความช่วยเหลือนำสุนัขจรจัดออกจากพื้นที่ บริเวณริมถนนที่รกร้าง ตรงข้ามกับสถานีบริการน้ำมันบางจาก ถนนบรมราชชนนี 70 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร จุดสังเกตอยู่ระหว่างป้ายหยุดรถโดยสารประจำทาง กับสถานีบริการน้ำมันสยามแก๊ส  เนื่องจากผู้ร้องแจ้งว่าบริเวณดังกล่าวมีสุนัขจรจัด (ไม่ทราบสายพันธุ์ และเพศ) ลักษณะสุนัขฯ ลายสีขาว สีน้ำตาล หางโค้ง จำนวน 1 ตัว ซึ่งพบว่าสุนัขจรจัดตัวดังกล่าวมักเดินอยู่ริมถนน มีพฤติกรรมดุร้าย ก้าวร้าว และไล่กัดประชาชน ตลอดเวลาที่เดินผ่าน และขี่รถจักรยานผ่าน (ไม่ระบุเวลาที่ชัดเจน) เป็นประจำทุกวัน ซึ่งเหตุการณ์ดังกล่าว ได้สร้างความเดือดร้อนให้แก่ผู้ร้องและประชาชนในพื้นที่ ประสบปัญหามาเป็นระยะเวลาประมาณ 1 เดือน ผู้ร้องจึงประสงค์ให้หน่วยงานที่เกี่ยวข้องช่วยเหลือนำสุนัขจรจัดออกจากพื้นที่ เพื่อบรรเทาความเดือดร้อน ให้แก่ผู้ร้องและประชาชนในพื้นที่ต่อไป (ผู้ร้องมีความประสงค์ให้ปกปิดชื่อ-นามสกุล และหมายเลขโทรศัพท์)
//หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูดที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก
//ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการและโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัยหรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียนการเป็นพยาน หรือการให้ข้อมูลนั้น #ศรท #ศรท1111
#1555 #citydata",YEFYM8,"['100.35313', '13.77294']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684374329636.jpeg,,สำนักงานเขตทวีวัฒนา ซอย อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-18 01:45:30.625241+00,"['ถนน', 'สัตว์จรจัด', 'ป้าย', 'ร้องเรียน']",,0,เขตทวีวัฒนา ส่งต่อไปยัง สำนักอนามัย กทม.,ส่งต่อ(ใหม่),2023-05-18 02:06:44.855008+00
,กรุงเทพมหานคร,มีร้านกาแฟ กัญชามาเปิดแถว รร เซนโยเซฟคอนเวนต์,2023-GYBUVG,"['100.53521', '13.72460']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/57efdab0bade88eb578a0dd81d32a7403d26352a.jpg,,9/1 BNH Hospital Convent Road Silom Khet Bang Rak Bangkok 10500 แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-18 01:44:12.881351+00,[''],,0,ฝ่ายสิ่งแวดล้อมฯ เขตบางรัก ส่งต่อไปยัง กระทรวงสาธารณสุข,ส่งต่อ(ใหม่),2023-05-18 02:00:36.306277+00
"ถนน,จราจร",กรุงเทพมหานคร,"มาราดยางมะตอยปิดถนนบนสะพานข้ามคลองมหาสวัสดิ์ขาเข้าไป 2 เลน ทำให้รถติดยาวถึง ถนน 345 
ไม่แน่ใจทำไมถึงมาทำอะไรแบบนี้ในช่วงเวลา Rush hour น่าจะสามารถ Prioritized งานได้ดีกว่านี้เช่น หลบไปทำช่วงอื่น ซึ่งราดยางมะตอยเป็นงานที่ไม่เร่งด่วน",2023-6UWGD4,"['100.45019', '13.79863']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c9da01ed5a9d4d2347c692588be7b42af0721a67.jpg,,5/6 ถนน สวนผัก แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-18 01:43:53.552471+00,"['ถนน', 'จราจร']",,0,เขตตลิ่งชัน ส่งต่อไปยัง กรมทางหลวงชนบท กระทรวงคมนาคม,ส่งต่อ(ใหม่),2023-05-18 01:46:38.935949+00
"น้ำท่วม,คลอง",กรุงเทพมหานคร,คลองออเงินน้อย ผักตบชวาหนาแน่น วัชพืชเยอะ ทำให้การระบายน้ำไม่ดี น้ำท่วมได้ง่าย,2023-KHRB8L,"['100.66703', '13.91059']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/06f4da6a7e1ee6ad458339dfba332e0fda20827f.jpg,,WM58+XVV แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18 01:43:48.913654+00,"['น้ำท่วม', 'คลอง']",,0,,รอรับเรื่อง,2023-05-18 01:56:02.217914+00
"ความสะอาด,ท่อระบายน้ำ,ถนน",กรุงเทพมหานคร,"ปัญหา:  เจ้าหน้าที่ขับรถเก็บขยะ ทำน้ำ จากท่อรถขยะ ไหลลงท่อระบายน้ำ ทำให้ท่อระบายน้ำส่งกลิ่นเหม็นเน่ามาก ประชาชนได้รับความเดือดร้อน ประชาชนอยากให้เจ้าหน้าที่ลงตรวจสอบพื้นที่และนำรถน้ำมาฉีดชำระล้างเพื่อชำระ กลิ่นเหม็น
จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ริมถนนบริเวณประชาราษฎร์ สาย 1 ซอย 15 - ซอย 17 ใกล้สี่แยกบางโพ อยู่ตรงข้ามกับตลาดบางโพ
ซอย: ประชาราษฎร์ สาย 1 ซอย 15 - ซอย 17
ถนน: ประชาราษฎร์ สาย 1
เขต: บางซื่อ
แขวง : บางซื่อ
#1555",MVH76Z,"['100.52117', '13.80726']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684374219239.jpeg,,"ประชาราษฎร์ สาย 1 ซอย 15 - ซอย 17 ประชาราษฎร์ สาย 1 จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ริมถนนบริเวณประชาราษฎร์ สาย 1 ซอย 15 - ซอย 17 ใกล้สี่แยกบางโพ อยู่ตรงข้ามกับตลาดบางโพ
เขต: บางซื่อ
แขวง : บางซื่อ : 555/22 ถ. ประชาราษฎร์สาย1 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย",2023-05-18 01:43:40.58529+00,"['ความสะอาด', 'ท่อระบายน้ำ', 'ถนน']",,0,ฝ่ายรักษาความสะอาด เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,2023-05-18 02:07:48.072001+00
ทางเท้า,กรุงเทพมหานคร,ฟุตบาทพัง เป็นหลุมตรงป้ายรถเมล์,2023-KDQWVH,"['100.57309', '13.83524']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/625ff9622fdf17570916dbe7bc43228b7575e7b3.jpg,,1943 ถ. พหลโยธิน แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18 01:41:08.466238+00,['ทางเท้า'],,0,เขตจตุจักร ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-18 03:00:28.508186+00
เสียงรบกวน,กรุงเทพมหานคร,เนื่องจากมีร้านผับบาร์ ชื่อ เสือ ซึ่งอยู่ในโครงการ the sense ติดกับชุมชนคอนโดมิเนียมลุมพินีเพลส ปิ่นเกล้า 2 ได้มีการร้องเพลง รวมถึงเล่นดนตรีเสียงดังรบกวนตั้งแต่ช่วงหัวค่ำจนถึงตี 2 ไม่สามารถนอนหลับพักผ่อนได้ตามปกติ ให้เจ้าหน้าที่ตำรวจเข้าไปว่ากล่าวแล้ว ก็ยังคงเสียงดังอยู่,2023-P8MG46,"['100.47428', '13.78003']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/78ad7594fc65651aff55d4cc6249137f393d6fb8.jpg,,89/3 คอนโดลุมพินีเพลสปิ่นเกล้า2 ถ. บรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-18 01:38:37.066035+00,['เสียงรบกวน'],,0,"เขตบางกอกน้อย ส่งต่อไปยัง สน.บางยี่ขัน
เนื่องจาก ขอความร่วมมือตรวจสอบการเปิด-ปิดสถานประกอบการคล้ายสถานบริการ และการกระทำใดที่อาจฝ่าฝืนคำสั่ง คสชที่22/2558 ตามอำนาจหน้าที่ที่เกี่ยวข้อง",ส่งต่อ(ใหม่),2023-05-18 05:56:42.188144+00
ความสะอาด,กรุงเทพมหานคร,นำถึงขยะส่วนกลางมาใช้ส่วนตัวที่บ้าน,2023-KCGGVM,"['100.67322', '13.77136']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/8a4a6dd2c6c7f9747a5c61113eb299b1d469b050.jpg,,47 98 ซ. รามคำแหง 102 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18 01:31:08.726015+00,['ความสะอาด'],,0,ฝ่าย​รักษา​ความสะอาด​ฯ​รับ​เรื่อง​และ​ประ​สาน​ผู้​เกี่ยวข้อง​ดำเนินการ​ต่อไป​,กำลังดำเนินการ,2023-05-18 03:05:58.978145+00
"ทางเท้า,ความปลอดภัย",กรุงเทพมหานคร,ในซอยสุขุมวิท64 ทางเท้าไม่เรียบครับ เสี่ยงข้อเท้าพลิกเกิดอุบัติเหตุ,2023-K4MY73,"['100.60517', '13.68624']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/d2cfc7b68a787ecc563f964b6e504bb16340726f.jpg,,79 ซอย สุขุมวิท 64 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18 01:29:37.040475+00,"['ทางเท้า', 'ความปลอดภัย']",,0,เขตพระโขนง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-18 02:09:17.966628+00
จราจร,กรุงเทพมหานคร,รถพยาบาลเอกชน ที่ไม่ใช่ของโรงพยาบาล เปิดไซ้รนเพื่อทำรอบตอนเช้าเป็นสิบๆคัน เคยตามไป รพ ยื่นใบนัดส่งคนไข้แล้วเปิดไซเรนทำรอบต่อ เป็นที่รำคราญ ถ้าปิดเทอมรถไม่ติดปัญหาจะน้อย เขาเปิดเพื่อทำรอบเท่านั้น,2023-NDQP6F,"['100.49656', '13.78416']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/23f74dd596f57948697d4c28093fc3e4ccd07621.jpg,,185 ถ. ราชวิถี แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-18 01:26:38.144259+00,['จราจร'],,0,ตรวจสอบเหตุการณ์คะ,ส่งต่อ(ใหม่),2023-05-18 01:51:53.779299+00
ร้องเรียน,กรุงเทพมหานคร,"แจ้งร้องเรียน รถพ่วงทำไมถึงปล่อยให้วิ่งถนนใหญ่ในเวลา เร่งด่วน ทั้งที่ ในกฏแต้งว่ารถใหญ่รถบรรทุก 6 ล้อขึ้นไป ห้ามวิ่งในเวลา 06.00-09.00 น. และ เวลา 16.00-20.00 น. ยกเว้นวันหยุดราชการ

–รถบรรทุก 10 ล้อขึ้นไป ห้ามวิ่งในเวลา 06.00-10.00 น. และ เวลา 15.00-21.00 น. ยกเว้นวันหยุดราชการ

–ห้ามรถบรรทุกอื่น เช่น บรรทุกซุง เสาเข็ม เดินรถ เวลา 06.00-21.00 น.

วิ่งบนทางด่วน

–รถบรรทุก 6 ล้อขึ้นไป ห้ามวิ่งเวลา 06.00-09.00 น. และ 16.00-20.00 น.

–รถบรรทุก 10 ล้อขึ้นไป ห้ามวิ่งเวลา 06.00-09.00 น. และ 15.00-21.00 น.",2023-CZLMZE,"['100.73195', '13.85981']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/89d7dee9a564848ca3a00bc539fe6817cbcfbd79.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684383034310.jpeg,20/17 ถ. นิมิตใหม่ แขวง ทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-18 01:25:22.071861+00,['ร้องเรียน'],5,0,ถนนนิมิตใหม่ เป็นถนนที่มีข้อบังคับข้อยกเว้นการเดินรถในเวลาห้าม ของรถทุกชนิดตามข้อบังคับเจ้าพนักงานจราจรทั่วราชอาณาจักรว่าด้วยการเดินรถ และการจอดรถบรรทุกตั้งแต่ 10 ล้อ ขึ้นไป และรถพ่วงในเขตกรุงเทพมหานคร พ.ศ.2543,เสร็จสิ้น,2023-05-18 04:10:36.075123+00
"กีดขวาง,ทางเท้า,ความปลอดภัย",กรุงเทพมหานคร,รถเข็นขายของบนฟุตบาท คนต้องลงมาเดินบนถนน เกิดอุบัติเหตุ หาความรับผิดชอบจากใครครับ,2023-3FH72G,"['100.55112', '13.74239']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/06cef7a18a1faa853302b0bd6a048f7fef9faa91.jpg,,10 ถ. สุขุมวิท แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-18 01:24:37.639173+00,"['กีดขวาง', 'ทางเท้า', 'ความปลอดภัย']",,0,ฝ่ายเทศกิจ สำนักงานเขตคลองเตยได้รับเรื่องร้องเรียนแล้ว ขณะนี้อยู่ระหว่างกำลังดำเนินการตรวจสอบ ผลเป็นประการใดจะรายงานให้ทราบต่อไปครับ,กำลังดำเนินการ,2023-05-18 04:33:32.120138+00
"น้ำท่วม,ท่อระบายน้ำ",กรุงเทพมหานคร,น้ำนอง และท่วมขังนานเกิน 1 เดือน น่าจะเกิดจากสาเหตุท่อตัน เนื่องจากบ้านที่อยู่บริเวณนั้นล้างจาน ล้างวัตถุดิบเพื่อขายอาหาร  ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,2023-7B9KHF,"['100.70665', '13.78039']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/2fa476ea457034cd3729bf7ffa3dcdc6e437a94a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684386757550.jpeg,14/28 ซอย ราษฎร์พัฒนา 13 แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18 01:24:28.268756+00,"['น้ำท่วม', 'ท่อระบายน้ำ']",5,0,สำนักนักงานเขตสะพานสูง โดยฝ่ายโยธาขอเรียนแจ้งว่าซอยดังกล่าวเป็นซอยส่วนบุคคล ทางเขตจึงไม่สามารถเข้าดำเนินการได้,เสร็จสิ้น,2023-05-18 05:12:38.83686+00
ร้องเรียน,กรุงเทพมหานคร,"แจ้งร้องเรียน รถพ่วงทำไมถึงปล่อยให้วิ่งถนนใหญ่ในเวลา เร่งด่วน ทั้งที่ ในกฏแต้งว่ารถใหญ่รถบรรทุก 6 ล้อขึ้นไป ห้ามวิ่งในเวลา 06.00-09.00 น. และ เวลา 16.00-20.00 น. ยกเว้นวันหยุดราชการ

–รถบรรทุก 10 ล้อขึ้นไป ห้ามวิ่งในเวลา 06.00-10.00 น. และ เวลา 15.00-21.00 น. ยกเว้นวันหยุดราชการ

–ห้ามรถบรรทุกอื่น เช่น บรรทุกซุง เสาเข็ม เดินรถ เวลา 06.00-21.00 น.

วิ่งบนทางด่วน

–รถบรรทุก 6 ล้อขึ้นไป ห้ามวิ่งเวลา 06.00-09.00 น. และ 16.00-20.00 น.

–รถบรรทุก 10 ล้อขึ้นไป ห้ามวิ่งเวลา 06.00-09.00 น. และ 15.00-21.00 น.",2023-HTZWU6,"['100.73195', '13.85981']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/0823e059aa3906a81f6aded4860cee923dc662b5.jpg,,20/17 ถ. นิมิตใหม่ แขวง ทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-18 01:24:08.915957+00,['ร้องเรียน'],,0,สำนักสิ่งแวดล้อม กทม. ส่งต่อไปยัง สน.มีนบุรี,ส่งต่อ(ใหม่),2023-05-18 02:27:12.956679+00
ถนน,กรุงเทพมหานคร,ผมอยากทราบว่า ลูกระนาด ในซอย ลาดพร้าว 126 เกือบทั้งซอย ทำไม ต้องทำสัญลักษณ์ของพรรคก้าวไกล หรือ ผมเข้าใจผิด ช่วยชี้แจ้ง ถ้าไม่ชี้แจ้งเดี่ยวผมจะร้องไปยัง กกต และ สื่อสารมวลชน อีกทาง หรือถ้าผมเข้าใจผิด ว่าสัญลักษณ์แบบนี้ คือ เครื่องหมายจราจรจริงๆ,2023-BH4NVU,"['100.62687', '13.77639']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/fca96c287d983e3171096fb9738317a9bf641114.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684396912865.jpeg,2743 ถ. ลาดพร้าว แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18 01:23:38.284933+00,['ถนน'],,0,สำนักการจราจรและขนส่งขอเรียนว่า สัญลักษณ์รูปสามเหลี่ยมสีเหลืองเป็นเครื่องหมายบอกทางลาดหรือว่าข้างหน้ามีคันชะลอความเร็ว โดยขอให้ผู้ขับขี่ลดความเร็วเมื่อผ่านคันชะลอความเร็วดังกล่าว เพื่อความปลอดภัยของประชาชนบริเวณใกล้เคียง ซึ่งจะจัดทำคันชะลอความเร็วในซอยที่เป็นแหล่งชุมชน โรงเรียน วัด และสถานที่ราชการ ฯลฯ,เสร็จสิ้น,2023-05-18 08:01:54.178805+00
ถนน,กรุงเทพมหานคร,"ถนนซอยฉลองกรุง 55 แจ้งไปหลายครั้งแล้วยังไม่มีการซ่อมแซมใดๆ บอกว่าอยู่ระหว่างตรวจสอบว่าเป็นสาธารณะหรือไม่  ถนนยกให้เป็นสาธารณะตั้งแต่ 2564 

ถ้าไม่เชื่อสามารถขอดูหลักฐานได้ 
เนาวรัตน์ ไชยนุต 087-711-9669",2023-NTXY6H,"['100.81101', '13.77464']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/dbfc353c340d4286c1810773975cef0e6e048ee8.jpg,,335 ซอย ฉลองกรุง 55 แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-18 01:22:57.304708+00,['ถนน'],,0,ประสานตรวจสอบ,กำลังดำเนินการ,2023-05-18 01:23:21.813571+00
กีดขวาง,กรุงเทพมหานคร,แจ้งเป็นครั้งที่ 10 รถจอดทิ้งไว้เป็นปีขวางทางเข้าออกในซอย,2023-MK34NX,"['100.42779', '13.70356']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/367c97b3c12fae5b251a1fb284c293afc9c3cb15.jpg,,81/154 พัฒนาการ แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18 01:22:00.322102+00,['กีดขวาง'],,0,เขตภาษีเจริญ ส่งต่อไปยัง สน.บางขุนเทียน,ส่งต่อ(ใหม่),2023-05-18 06:07:13.407881+00
